,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position
612,Ursuline College Baccalaureate OHIO,"$74,700",,15,"$94,800",97.6,1591
1560,Ursuline College Baccalaureate OHIO,"$59,900",,14,"$76,300",108.7,1596
2509,Ursuline College Baccalaureate OHIO,"$55,100",,18,"$74,900",100.6,1601
3458,Ursuline College Baccalaureate OHIO,"$54,600",,11,"$75,900",,1606
784,Utah State University Doctoral UTAH,"$108,200",3.0%,257,"$165,700",88.6,1591
1733,Utah State University Doctoral UTAH,"$84,400",4.2%,262,"$123,900",90.4,1596
2682,Utah State University Doctoral UTAH,"$72,400",3.4%,297,"$108,000",85.7,1601
3631,Utah State University Doctoral UTAH,"$49,600",3.4%,30,"$85,200",97.8,1606
785,Utah Valley University Baccalaureate UTAH,"$88,500",4.7%,119,-,92.7,1591
1734,Utah Valley University Baccalaureate UTAH,"$72,800",2.7%,268,-,94.8,1596
2683,Utah Valley University Baccalaureate UTAH,"$67,500",2.8%,179,-,95.1,1601
3632,Utah Valley University Baccalaureate UTAH,$0,2.2%,1,-,,1606
525,Utica College Baccalaureate NEW YORK,"$92,400",4.8%,30,-,94.6,1591
1472,Utica College Baccalaureate NEW YORK,"$81,000",5.6%,46,-,98.5,1596
2421,Utica College Baccalaureate NEW YORK,"$72,300",3.4%,36,-,101.8,1601
3370,Utica College Baccalaureate NEW YORK,"$71,300",,38,-,88.1,1606
563,Valley City State University Baccalaureate NORTH DAKOTA,"$69,900",0.0%,10,"$99,500",103.9,1591
1510,Valley City State University Baccalaureate NORTH DAKOTA,"$58,400",0.7%,18,"$83,900",93.4,1596
2459,Valley City State University Baccalaureate NORTH DAKOTA,"$49,500",0.3%,36,"$72,700",99.7,1601
3408,Valley City State University Baccalaureate NORTH DAKOTA,"$44,400",1.3%,10,"$66,800",96.1,1606
224,Valparaiso University Master INDIANA,"$94,200",3.0%,60,-,95.4,1591
1171,Valparaiso University Master INDIANA,"$70,600",3.6%,97,-,87.5,1596
2120,Valparaiso University Master INDIANA,"$64,700",3.3%,60,-,96.0,1601
3069,Valparaiso University Master INDIANA,"$54,000",2.2%,28,-,119.9,1606
744,Vanderbilt University Doctoral TENNESSEE,"$198,800",4.4%,380,"$233,700",99.9,1591
1693,Vanderbilt University Doctoral TENNESSEE,"$119,600",4.8%,226,"$145,400",95.4,1596
2642,Vanderbilt University Doctoral TENNESSEE,"$102,500",4.6%,198,"$125,600",92.3,1601
3591,Vanderbilt University Doctoral TENNESSEE,$0,5.0%,1,-,,1606
526,Vassar College Baccalaureate NEW YORK,"$137,400",3.3%,96,"$183,000",91.9,1591
1473,Vassar College Baccalaureate NEW YORK,"$105,500",3.4%,86,"$144,200",94.8,1596
2422,Vassar College Baccalaureate NEW YORK,"$84,900",3.5%,40,"$114,400",103.2,1601
3371,Vassar College Baccalaureate NEW YORK,$0,8.9%,0,-,,1606
791,Vermont Technical College Associate with Ranks VERMONT,"$69,600",,29,"$101,800",85.8,1591
1740,Vermont Technical College Associate with Ranks VERMONT,"$58,000",,18,"$89,100",99.4,1596
2689,Vermont Technical College Associate with Ranks VERMONT,"$50,300",,30,"$79,400",93.4,1601
3638,Vermont Technical College Associate with Ranks VERMONT,$0,,0,-,,1606
3805,Vernon College Associate without Ranks. TEXAS,"$54,000",,88,-,100.1,1611
700,Villanova University Master PENNSYLVANIA,"$142,900",2.8%,160,"$182,000",89.4,1591
1648,Villanova University Master PENNSYLVANIA,"$103,700",3.0%,186,"$135,500",92.8,1596
2597,Villanova University Master PENNSYLVANIA,"$83,100",3.7%,199,"$104,400",108.2,1601
3546,Villanova University Master PENNSYLVANIA,"$66,200",5.3%,122,"$82,800",93.2,1606
871,Virginia Commonwealth University Doctoral VIRGINIA,"$131,100",3.7%,211,"$194,600",90.0,1591
1820,Virginia Commonwealth University Doctoral VIRGINIA,"$89,700",5.1%,372,"$137,400",94.3,1596
2769,Virginia Commonwealth University Doctoral VIRGINIA,"$72,000",4.9%,478,"$112,300",93.0,1601
3718,Virginia Commonwealth University Doctoral VIRGINIA,"$52,800",8.4%,173,"$84,400",95.9,1606
817,Virginia Military Institute Baccalaureate VIRGINIA,"$92,000",4.5%,60,"$128,000",94.7,1591
1766,Virginia Military Institute Baccalaureate VIRGINIA,"$75,300",10.6%,24,"$104,300",99.9,1596
2715,Virginia Military Institute Baccalaureate VIRGINIA,"$61,400",13.2%,45,"$85,900",93.5,1601
3664,Virginia Military Institute Baccalaureate VIRGINIA,"$45,200",4.8%,5,"$68,000",86.0,1606
818,Virginia Polytechnic Institute and State University Doctoral VIRGINIA,"$140,600",4.3%,576,"$210,100",90.9,1591
1767,Virginia Polytechnic Institute and State University Doctoral VIRGINIA,"$98,300",4.8%,508,"$140,000",95.8,1596
2716,Virginia Polytechnic Institute and State University Doctoral VIRGINIA,"$87,100",5.3%,491,"$121,900",94.2,1601
3665,Virginia Polytechnic Institute and State University Doctoral VIRGINIA,"$54,000",5.9%,231,"$80,900",96.5,1606
819,Virginia Wesleyan College Baccalaureate VIRGINIA,"$83,300",2.0%,42,"$109,200",92.8,1591
1768,Virginia Wesleyan College Baccalaureate VIRGINIA,"$67,200",2.2%,28,"$90,400",100.5,1596
2717,Virginia Wesleyan College Baccalaureate VIRGINIA,"$64,500",2.2%,17,"$87,400",101.2,1601
3666,Virginia Wesleyan College Baccalaureate VIRGINIA,$0,2.0%,1,-,,1606
861,Viterbo University Master WISCONSIN,"$70,900",1.8%,26,"$91,500",102.2,1591
1810,Viterbo University Master WISCONSIN,"$61,900",3.2%,33,"$83,400",105.1,1596
2759,Viterbo University Master WISCONSIN,"$55,100",3.2%,54,"$73,100",104.2,1601
3708,Viterbo University Master WISCONSIN,"$42,800",5.5%,4,"$57,300",89.0,1606
745,Volunteer State Community College Associate with Ranks TENNESSEE,"$67,600",4.2%,19,"$97,200",100.5,1591
1694,Volunteer State Community College Associate with Ranks TENNESSEE,"$58,200",4.0%,72,"$87,800",98.4,1596
2643,Volunteer State Community College Associate with Ranks TENNESSEE,"$48,900",5.5%,37,"$72,300",97.9,1601
3592,Volunteer State Community College Associate with Ranks TENNESSEE,"$44,400",6.8%,49,"$69,800",96.5,1606
225,Wabash College Baccalaureate INDIANA,"$100,700",1.3%,19,"$128,300",104.5,1591
1172,Wabash College Baccalaureate INDIANA,"$79,700",2.5%,43,"$102,400",95.9,1596
2121,Wabash College Baccalaureate INDIANA,"$67,300",3.8%,16,"$87,400",99.5,1601
3070,Wabash College Baccalaureate INDIANA,"$53,200",1.0%,5,"$70,600",110.0,1606
556,Wake Forest University Master NORTH CAROLINA,"$151,700",3.2%,194,"$191,000",85.4,1591
1503,Wake Forest University Master NORTH CAROLINA,"$101,900",3.1%,138,"$132,300",97.3,1596
2452,Wake Forest University Master NORTH CAROLINA,"$76,200",4.4%,83,"$95,800",96.1,1601
3401,Wake Forest University Master NORTH CAROLINA,"$69,500",4.8%,149,"$88,500",82.1,1606
613,Walsh University Baccalaureate OHIO,"$71,200",8.8%,35,"$96,700",96.7,1591
1561,Walsh University Baccalaureate OHIO,"$62,000",3.7%,49,"$84,000",99.5,1596
2510,Walsh University Baccalaureate OHIO,"$56,400",14.1%,34,"$77,600",100.2,1601
3459,Walsh University Baccalaureate OHIO,"$48,900",0.0%,4,"$66,900",174.9,1606
245,Wartburg College Baccalaureate IOWA,"$69,000",0.1%,33,"$100,700",92.4,1591
1192,Wartburg College Baccalaureate IOWA,"$58,000",0.6%,24,"$87,000",96.5,1596
2141,Wartburg College Baccalaureate IOWA,"$55,100",0.3%,17,"$76,400",106.6,1601
3090,Wartburg College Baccalaureate IOWA,$0,,0,-,,1606
255,Washburn University Master KANSAS,"$96,300",2.9%,78,-,90.9,1591
1202,Washburn University Master KANSAS,"$70,500",3.8%,51,-,103.0,1596
2151,Washburn University Master KANSAS,"$60,400",3.0%,69,-,102.0,1601
3100,Washburn University Master KANSAS,$0,,0,-,,1606
701,Washington & Jefferson College Baccalaureate PENNSYLVANIA,"$89,500",1.5%,42,"$118,700",93.2,1591
1649,Washington & Jefferson College Baccalaureate PENNSYLVANIA,"$70,700",2.6%,39,"$98,000",95.3,1596
2598,Washington & Jefferson College Baccalaureate PENNSYLVANIA,"$59,000",2.1%,26,"$78,600",89.8,1601
3547,Washington & Jefferson College Baccalaureate PENNSYLVANIA,"$46,500",4.4%,4,"$57,500",87.4,1606
311,Washington College Baccalaureate MARYLAND,"$96,600",2.0%,14,"$120,500",84.2,1591
1258,Washington College Baccalaureate MARYLAND,"$78,900",2.6%,42,"$102,900",96.2,1596
2207,Washington College Baccalaureate MARYLAND,"$66,400",2.6%,36,"$86,300",95.3,1601
3156,Washington College Baccalaureate MARYLAND,"$54,600",0.3%,19,"$72,600",106.3,1606
830,Washington State University Doctoral WASHINGTON,"$127,200",1.3%,332,"$172,400",89.6,1591
1779,Washington State University Doctoral WASHINGTON,"$90,300",1.9%,306,"$124,000",92.0,1596
2728,Washington State University Doctoral WASHINGTON,"$86,700",2.1%,241,"$115,900",92.1,1601
3677,Washington State University Doctoral WASHINGTON,"$64,900",2.7%,482,"$94,700",86.8,1606
409,Washington University in St Louis Doctoral MISSOURI,"$196,600",,351,"$245,400",92.4,1591
1356,Washington University in St Louis Doctoral MISSOURI,"$121,400",,174,"$152,600",90.2,1596
2305,Washington University in St Louis Doctoral MISSOURI,"$110,400",,171,"$131,700",94.7,1601
3254,Washington University in St Louis Doctoral MISSOURI,"$93,300",,51,"$129,100",88.5,1606
820,Washington and Lee University Baccalaureate VIRGINIA,"$145,100",2.9%,94,"$189,800",90.4,1591
1769,Washington and Lee University Baccalaureate VIRGINIA,"$105,300",4.4%,53,"$140,400",93.1,1596
2718,Washington and Lee University Baccalaureate VIRGINIA,"$90,100",5.0%,41,"$116,700",112.3,1601
3667,Washington and Lee University Baccalaureate VIRGINIA,"$59,600",4.6%,17,"$76,300",83.4,1606
423,Wayne State College Master NEBRASKA,"$79,800",1.5%,49,"$105,600",101.0,1591
1370,Wayne State College Master NEBRASKA,"$63,300",5.7%,21,"$85,400",90.9,1596
2319,Wayne State College Master NEBRASKA,"$52,600",3.2%,40,"$72,300",97.4,1601
3268,Wayne State College Master NEBRASKA,"$50,500",8.8%,7,"$67,000",90.8,1606
369,Wayne State University Doctoral MICHIGAN,"$132,500",2.6%,259,"$171,800",92.5,1591
1316,Wayne State University Doctoral MICHIGAN,"$97,600",3.4%,314,"$124,800",91.7,1596
2265,Wayne State University Doctoral MICHIGAN,"$85,800",3.8%,241,"$117,100",95.4,1601
3214,Wayne State University Doctoral MICHIGAN,"$72,400",3.0%,38,"$103,400",105.1,1606
702,Waynesburg University Baccalaureate PENNSYLVANIA,"$77,900",2.3%,20,"$110,900",101.6,1591
1650,Waynesburg University Baccalaureate PENNSYLVANIA,"$61,100",0.0%,12,"$94,200",109.2,1596
2599,Waynesburg University Baccalaureate PENNSYLVANIA,"$57,100",1.8%,27,"$94,400",99.8,1601
3548,Waynesburg University Baccalaureate PENNSYLVANIA,"$53,900",0.7%,19,"$78,600",107.9,1606
918,Weber State University Baccalaureate UTAH,"$90,200",0.1%,169,"$124,000",90.5,1591
1867,Weber State University Baccalaureate UTAH,"$71,800",7.0%,103,"$102,600",91.3,1596
2816,Weber State University Baccalaureate UTAH,"$66,400",,162,"$95,400",97.7,1601
3765,Weber State University Baccalaureate UTAH,"$53,500",,109,"$80,000",85.8,1606
880,Webster University Master MISSOURI,"$95,300",2.9%,86,"$118,900",94.3,1591
1829,Webster University Master MISSOURI,"$77,600",2.4%,81,"$99,400",97.0,1596
2778,Webster University Master MISSOURI,"$60,300",2.7%,31,"$76,000",96.1,1601
3727,Webster University Master MISSOURI,$0,,0,-,,1606
344,Wellesley College Baccalaureate MASSACHUSETTS,"$156,100",2.5%,106,"$201,100",97.5,1591
1291,Wellesley College Baccalaureate MASSACHUSETTS,"$105,000",3.9%,68,"$142,700",101.5,1596
2240,Wellesley College Baccalaureate MASSACHUSETTS,"$87,700",4.0%,50,"$113,600",95.2,1601
3189,Wellesley College Baccalaureate MASSACHUSETTS,"$65,900",3.0%,10,"$80,000",125.1,1606
156,Wesleyan College Baccalaureate GEORGIA,"$66,600",6.1%,22,"$87,100",98.4,1591
1103,Wesleyan College Baccalaureate GEORGIA,"$58,500",,13,"$78,600",103.1,1596
2052,Wesleyan College Baccalaureate GEORGIA,"$50,700",,19,"$66,800",109.4,1601
3001,Wesleyan College Baccalaureate GEORGIA,$0,,3,-,173.3,1606
106,Wesleyan University Master CONNECTICUT,"$152,600",4.1%,116,"$195,100",95.9,1591
1053,Wesleyan University Master CONNECTICUT,"$106,500",4.0%,69,"$137,900",99.1,1596
2002,Wesleyan University Master CONNECTICUT,"$89,900",4.7%,74,"$115,600",100.9,1601
2951,Wesleyan University Master CONNECTICUT,$0,,0,-,,1606
703,West Chester University of Pennsylvania Master PENNSYLVANIA,"$112,100",1.9%,192,"$134,600",98.9,1591
1651,West Chester University of Pennsylvania Master PENNSYLVANIA,"$89,400",3.1%,195,"$109,300",97.9,1596
2600,West Chester University of Pennsylvania Master PENNSYLVANIA,"$74,200",3.8%,195,"$90,700",98.2,1601
3549,West Chester University of Pennsylvania Master PENNSYLVANIA,"$52,300",4.2%,112,"$64,900",98.1,1606
778,West Texas A & M University Master TEXAS,"$89,500",2.2%,57,"$115,600",95.0,1591
1727,West Texas A & M University Master TEXAS,"$77,000",2.6%,64,"$100,000",95.6,1596
2676,West Texas A & M University Master TEXAS,"$66,800",3.0%,115,"$86,400",101.9,1601
3625,West Texas A & M University Master TEXAS,"$52,300",,94,"$69,500",95.9,1606
837,West Virginia University Doctoral WEST VIRGINIA,"$132,100",0.5%,342,"$169,400",94.2,1591
1786,West Virginia University Doctoral WEST VIRGINIA,"$83,600",1.9%,402,"$107,900",90.7,1596
2735,West Virginia University Doctoral WEST VIRGINIA,"$71,800",1.7%,427,"$92,600",91.3,1601
3684,West Virginia University Doctoral WEST VIRGINIA,"$46,800",1.5%,82,"$66,600",93.3,1606
838,West Virginia Wesleyan College Baccalaureate WEST VIRGINIA,"$67,000",3.0%,10,"$89,400",93.8,1591
1787,West Virginia Wesleyan College Baccalaureate WEST VIRGINIA,"$58,000",3.0%,22,"$78,200",96.5,1596
2736,West Virginia Wesleyan College Baccalaureate WEST VIRGINIA,"$49,600",4.0%,45,"$63,500",105.2,1601
3685,West Virginia Wesleyan College Baccalaureate WEST VIRGINIA,"$41,300",4.8%,6,"$51,100",107.3,1606
557,Western Carolina University Master NORTH CAROLINA,"$96,600",0.5%,99,"$126,700",93.5,1591
1504,Western Carolina University Master NORTH CAROLINA,"$73,000",1.7%,145,"$97,100",88.8,1596
2453,Western Carolina University Master NORTH CAROLINA,"$63,800",2.7%,180,"$84,600",93.2,1601
3402,Western Carolina University Master NORTH CAROLINA,"$44,600",2.1%,30,"$63,000",101.1,1606
193,Western Illinois University Master ILLINOIS,"$99,500",2.2%,181,"$130,500",96.9,1591
1140,Western Illinois University Master ILLINOIS,"$78,700",1.3%,140,"$105,900",97.2,1596
2089,Western Illinois University Master ILLINOIS,"$62,200",1.2%,112,"$88,000",93.1,1601
3038,Western Illinois University Master ILLINOIS,"$46,900",1.6%,84,"$68,400",105.6,1606
272,Western Kentucky University Master KENTUCKY,"$86,000",2.3%,174,"$119,900",95.2,1591
1219,Western Kentucky University Master KENTUCKY,"$68,400",3.4%,236,"$93,900",93.3,1596
2168,Western Kentucky University Master KENTUCKY,"$60,700",3.3%,172,"$82,300",90.4,1601
3117,Western Kentucky University Master KENTUCKY,"$46,800",4.0%,132,"$65,500",101.1,1606
370,Western Michigan University Doctoral MICHIGAN,"$109,600",2.0%,357,-,90.7,1591
1317,Western Michigan University Doctoral MICHIGAN,"$83,000",2.5%,253,-,90.4,1596
2266,Western Michigan University Doctoral MICHIGAN,"$70,800",2.4%,185,-,95.3,1601
3215,Western Michigan University Doctoral MICHIGAN,"$53,000",3.7%,74,-,95.7,1606
831,Western Washington University Master WASHINGTON,"$106,500",5.2%,217,"$136,000",93.9,1591
1780,Western Washington University Master WASHINGTON,"$86,600",6.4%,153,"$112,100",96.6,1596
2729,Western Washington University Master WASHINGTON,"$74,600",6.2%,151,"$96,800",93.7,1601
3678,Western Washington University Master WASHINGTON,"$54,000",6.0%,122,"$73,900",90.7,1606
345,Westfield State University Master MASSACHUSETTS,"$103,100",2.0%,89,"$137,700",92.1,1591
1292,Westfield State University Master MASSACHUSETTS,"$79,400",2.8%,67,"$104,300",106.8,1596
2241,Westfield State University Master MASSACHUSETTS,"$70,900",2.3%,64,"$93,700",102.3,1601
3190,Westfield State University Master MASSACHUSETTS,"$60,400",0.8%,8,"$72,400",107.2,1606
410,Westminster College Baccalaureate UTAH,"$64,300",9.1%,17,"$75,600",91.0,1591
704,Westminster College Baccalaureate UTAH,"$74,400",8.3%,27,"$92,700",98.9,1591
1357,Westminster College Baccalaureate UTAH,"$56,900",8.3%,20,"$66,900",102.0,1596
1652,Westminster College Baccalaureate UTAH,"$60,100",2.6%,34,"$83,500",92.0,1596
2306,Westminster College Baccalaureate UTAH,"$50,600",4.7%,9,"$60,800",99.9,1601
2601,Westminster College Baccalaureate UTAH,"$56,500",3.7%,16,"$71,100",89.2,1601
3255,Westminster College Baccalaureate UTAH,$0,,3,-,94.2,1606
3550,Westminster College Baccalaureate UTAH,"$54,000",8.4%,6,"$60,800",74.0,1606
83,Westmont College Baccalaureate CALIFORNIA,"$104,800",1.8%,50,"$141,400",94.4,1591
1030,Westmont College Baccalaureate CALIFORNIA,"$84,100",3.1%,22,"$112,800",96.5,1596
1979,Westmont College Baccalaureate CALIFORNIA,"$70,100",3.0%,21,"$93,000",98.4,1601
2928,Westmont College Baccalaureate CALIFORNIA,"$57,300",4.8%,5,"$67,100",81.7,1606
194,Wheaton College Baccalaureate ILLINOIS,"$98,000",3.1%,69,"$136,200",92.4,1591
346,Wheaton College Baccalaureate ILLINOIS,"$105,100",3.1%,52,"$136,800",96.6,1591
1141,Wheaton College Baccalaureate ILLINOIS,"$83,100",3.5%,87,"$118,200",95.2,1596
1293,Wheaton College Baccalaureate ILLINOIS,"$84,400",4.3%,44,"$109,700",96.7,1596
2090,Wheaton College Baccalaureate ILLINOIS,"$67,100",5.0%,59,"$89,500",96.8,1601
2242,Wheaton College Baccalaureate ILLINOIS,"$70,700",4.4%,23,"$93,100",102.2,1601
3039,Wheaton College Baccalaureate ILLINOIS,"$60,400",4.5%,6,"$77,000",94.1,1606
3191,Wheaton College Baccalaureate ILLINOIS,"$51,700",3.2%,18,"$68,400",100.8,1606
832,Whitman College Baccalaureate WASHINGTON,"$121,900",2.2%,40,"$164,700",98.8,1591
1781,Whitman College Baccalaureate WASHINGTON,"$90,900",3.0%,53,"$123,600",99.9,1596
2730,Whitman College Baccalaureate WASHINGTON,"$71,300",2.7%,50,"$96,600",96.0,1601
3679,Whitman College Baccalaureate WASHINGTON,"$57,100",3.4%,11,"$79,500",105.7,1606
84,Whittier College Baccalaureate CALIFORNIA,"$107,500",2.0%,30,"$129,600",94.1,1591
1031,Whittier College Baccalaureate CALIFORNIA,"$83,200",3.0%,43,"$101,000",96.6,1596
1980,Whittier College Baccalaureate CALIFORNIA,"$61,700",3.7%,38,"$74,500",97.5,1601
2929,Whittier College Baccalaureate CALIFORNIA,"$53,500",5.3%,4,"$62,400",101.3,1606
833,Whitworth University Baccalaureate WASHINGTON,"$86,700",4.2%,40,"$113,300",100.2,1591
1782,Whitworth University Baccalaureate WASHINGTON,"$68,100",4.5%,52,"$90,800",104.4,1596
2731,Whitworth University Baccalaureate WASHINGTON,"$67,400",4.2%,40,"$89,400",96.3,1601
3680,Whitworth University Baccalaureate WASHINGTON,"$60,800",,15,"$79,800",100.3,1606
256,Wichita State University Doctoral KANSAS,"$103,000",3.2%,117,"$135,700",86.8,1591
1203,Wichita State University Doctoral KANSAS,"$75,200",2.3%,127,"$98,800",85.4,1596
2152,Wichita State University Doctoral KANSAS,"$64,900",3.7%,112,"$87,600",85.5,1601
3101,Wichita State University Doctoral KANSAS,"$43,600",1.7%,25,"$60,600",116.4,1606
705,Widener University Master PENNSYLVANIA,"$113,500",0.7%,73,"$151,200",98.3,1591
1653,Widener University Master PENNSYLVANIA,"$80,900",1.3%,96,"$109,900",91.6,1596
2602,Widener University Master PENNSYLVANIA,"$70,800",1.6%,67,"$92,100",87.6,1601
3551,Widener University Master PENNSYLVANIA,"$71,100",0.1%,9,"$98,800",95.7,1606
706,Wilkes University Master PENNSYLVANIA,"$110,500",3.0%,34,"$138,000",99.6,1591
1654,Wilkes University Master PENNSYLVANIA,"$86,200",4.0%,61,"$110,800",98.2,1596
2603,Wilkes University Master PENNSYLVANIA,"$70,700",3.8%,67,"$93,100",96.2,1601
3552,Wilkes University Master PENNSYLVANIA,"$64,400",3.9%,18,"$79,700",96.8,1606
633,Willamette University Master OREGON,"$118,300",2.8%,75,"$160,800",92.4,1591
1581,Willamette University Master OREGON,"$89,100",5.2%,70,"$114,700",97.0,1596
2530,Willamette University Master OREGON,"$85,100",,42,"$108,700",84.6,1601
3479,Willamette University Master OREGON,"$61,700",,10,"$90,700",107.6,1606
447,William Paterson University of New Jersey Master NEW JERSEY,"$130,200",5.6%,181,"$167,100",96.9,1591
1394,William Paterson University of New Jersey Master NEW JERSEY,"$101,600",10.2%,126,"$133,200",101.0,1596
